Headline,Category,Name,Country,Region,Continent,Site,Collected
Biden’s Covid origins lab probe is politically motivated,random,Awoko Times,Sierra Leone,West Africa,Africa,https://awokonewspaper.sl/,20220124
"5G Network: No cause for alarm, Nigerian telecoms operators assure; US airlines call for delay in rollout near airports",random,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220124
Djokovic leaving Australia after court dismisses deportation appeal,random,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220124
Five candidates announced for Libyan presidential contest,random,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220124
Khawaja frustrated by controversial Big Bash catch,random,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220124
"UAE deliver in style, Vietnam also through despite defeat",random,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220124
"After raping and murdering a 22-month old, ex-MLB pitcher Sergio Mitre...",random,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220125
"AMLO proposes Campeche ex-governor, Carlos Miguel Aysa González, as ambassador to the Dominican Republic",random,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220125
Bogotá quarantine: Chapi under lockdown,random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220125
Bogotá’s Teatro Mayor closes 2021 opera season with Tosca,random,The City Paper Bogot�,Colombia,South America,Latin America,https://thecitypaperbogota.com/,20220125
"Pristimantis lojanus, a new from species discovered just outside of Loja",random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220125
Departamento 50: Chile’s Nazi hunters,random,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220126
So long to 2021... and hi to 2022,random,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220126
Norton elected APNU Chairman after Granger stands down 7 h ago,random,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220126
"Cuba defends trials of protesters as fair, rejects accusations  of rights violations 8 h ago",random,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220126
Shameful that Norton being denied post of Opposition Leader,random,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220126
Chile hires Lasarte as coach ahead of World Cup qualifiers,random,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220126
NASA Finds Organic Salts Are Likely Present on Mars,random,The Tripoli Post,Libya,North Africa,MENA,https://www.thetripolipost.org/,20220126
Judo: Moroccan Sarah Harachi Wins Gold at European Open,random,Morocco Times,Morocco,North Africa,MENA,https://moroccotimes.tv/category/morocco-news/,20220126
UK pumps $10 million towards draught response in Somalia,random,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220127
"44-year-old man feared killed, three policemen shot as…",random,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220127
NDC MP’s Evidence In French,random,Daily Guide,Ghana,West Africa,Africa,https://dailyguidenetwork.com/,20220127
FG revenue shortfall put at N1.9trn in 11 months,random,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220127
Arsenal distances itself from Ozil comments on Uighurs' treatment,random,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220127
Brazil’s Antarctic program turns 40,random,Rio Times,Brazil,South America,Latin America,https://www.riotimesonline.com/,20220128
"August 15,2021  | Hujjatullah Zia | opinion",random,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220128
"Muttaqi in Iran to discuss political, economic issues",random,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220128
Exclusive interview with French Ambassador to Kabul on…,random,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220128
New Diamond and X-press Pearl incidents: Underhand  deals  spoiling compensation claims,random,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220128
"IOM Provides 167 Nigerians return assistance			Libya",random,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220129
Green Economy: Finance Law 2022 measures to have positive impact on energy balance,random,Tunis Daily News,Tunisia,North Africa,MENA,https://tdailynews.net/,20220129
Dakhla to Launch First Edition of GWA Wing foil World Tour on November,random,Morocco Times,Morocco,North Africa,MENA,https://moroccotimes.tv/category/morocco-news/,20220129
"Stocks in Sydney and Tokyo gain, U.S. dollar drifts lower",random,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220129
This Mexican food changes lives,random,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220130
How open data improves Ukrainians’ lives,random,Den,Ukraine,Eastern Europe,Europe,https://day.kyiv.ua/en/newspaper,20220130
Business and futuristic technologies: how to combine science with marketing,random,Den,Ukraine,Eastern Europe,Europe,https://day.kyiv.ua/en/newspaper,20220130
Covid-19: Enfermeiros do hospital do condado de Ventura denunciam o número “esmagador” de ataques cardíacos e coágulos sanguíneos ocorrendo em indivíduos totalmente vacinados,random,Rio Times,Brazil,South America,Latin America,https://www.riotimesonline.com/,20220130
Issues | LEARNING CURVE,random,Japan Times,Japan,East Asia,Asia,https://www.japantimes.co.jp/,20220131
Links to other country sites 다른 나라 사이트 링크,random,The Hankyoreh,South Korea,East Asia,Asia,https://english.hani.co.kr/,20220131
Sealed off: Inside the closed loop at the Beijing Winter Olympics,random,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220131
Four Kisumu aspirants back one against Nyong’o,random,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220201
'Too much English' hinders Kenyans from watching TV,random,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220201
JavaScript is disabled! Please enable JavaScript in your web browser!,random,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220201
Covid-19: Dubai schools to ease some restrictions from Jan 31,random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220201
‘Incredible’: Refugee girls  Join Africa football fiesta,random,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220201
Iran’s Shiraz city hosting migratory birds,random,Iran Front Page,Iran,Middle East,MENA,https://ifpnews.com/,20220201
"If JCPOA is revived, it will help end conflicts in West Asia: American expert",random,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220201
Dubai Police 999 hotline: Each officer handles up to 400 calls a day,random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220201
"At up to $8,000/week, America’s travel nurses keep COVID-hit hospitals afloat",random,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220201
New UAE corporate tax: Top 10 questions answered,random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220201
Man catches cricket ball dropped from nearly 400 feet for Guinness record,random,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220201
Letter to Editor: Give Taiwan a voice at Model UN Conferences,random,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220201
Domestic flights fully restored in Kazakhstan,random,Kazakhstan Today,Kazakhstan,Central Asia,Asia,https://www.kt.kz/eng,20220201
Barcelona beats Dynamo Kyiv 1-0: Home team fails to capitalize on Spanish giant’s …,random,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220201
In just a few days!,random,Den,Ukraine,Eastern Europe,Europe,https://day.kyiv.ua/en/newspaper,20220201
"'I Am the Prophet of the Apocalypse', Says Brazilian 1st Chess Grandmaster",random,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220202
Covid vaccination numbers still low despite advocacy,random,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220203
Kindly click the button below to give us your feedback. Thank you!,random,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220203
Juliani and Lillian Ng'ang'a tie knot in private ceremony,random,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220203
Algerian FM: Reconciliation must evolve to end Libya’s conflicts,random,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220203
Handicraft / COVID-19: profit tax made in 2020 will be paid in five equal instalments,random,Tunis Daily News,Tunisia,North Africa,MENA,https://tdailynews.net/,20220203
Samsung Opens 3 New Stores in Meknes4 Tamara and Marrakech,random,Morocco Times,Morocco,North Africa,MENA,https://moroccotimes.tv/category/morocco-news/,20220203
Top Middle East News,random,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220203
Turmoil worries Peru as president again overhauls Cabinet,random,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220204
ALMATY TRAGEDY | JANUARY 2022,random,Kazakhstan Today,Kazakhstan,Central Asia,Asia,https://www.kt.kz/eng,20220204
Ujjwal Bikram Thapa is not stopping anytime soon,random,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220204
"Lincoln's Dilemma trailer: Jeffrey Wright, Leslie Odom Jr feature in this examination of Abraham Lincoln's rare side for Apple TV+",random,Hindustan Times,India,South Asia,Asia,https://www.hindustantimes.com/,20220204
Taiwan VP tests negative for COVID after meeting Belize premier in Honduras,random,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220204
Editorial: Stop the sale,random,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220204
Regional investment fund in medical technologies launched in Sfax,random,Tunis Daily News,Tunisia,North Africa,MENA,https://tdailynews.net/,20220204
2022 World Cup Qualifiers (Day 2/Update): Morocco Qualifies for Playoffs after Beating Guinea (4-1),random,Morocco Times,Morocco,North Africa,MENA,https://moroccotimes.tv/category/morocco-news/,20220204
"Covid in UAE: Now, no PCR test needed to get green status on Al Hosn app",random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220204
Architecturally-stunning Assima Mall opens to public,random,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220204
Paulo Mendes da Rocha leaves behind incomparable legacy in Brazilian architecture,random,The Brazilian Report,Brazil,South America,Latin America,https://brazilian.report/,20220204
Retail Sales Growth Accelerates to 6.2% in December,random,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220205
Why Should You Use Aluminum Bottles in your Business?,random,Prague Post,Czechia,Eastern Europe,Europe,https://www.praguepost.com/,20220205
Interview of the week,random,Total Croatia News,Croatia,Southern Europe,Europe,https://www.total-croatia-news.com/news,20220205
Greece Leads Opening Ceremony of Beijing Winter Olympic Games,random,Greek News,Greece,Southern Europe,Europe,https://greekreporter.com/greek-news/,20220205
Husband builds a rotating house so his wife can enjoy better views,random,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220205
"No coronavirus in Poland, but Krakow hospitals prepare",random,Krakow Post,Poland,Eastern Europe,Europe,http://www.krakowpost.com/,20220207
Striking a work-life balance: a female journalist's predicament,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220207
AU calls for political solution to conflict in northern Ethiopia,random,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220207
Capital markets powered by BSE,random,Romania Insider,Romania,Eastern Europe,Europe,https://www.romania-insider.com/,20220207
Government reopens coal exports,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220207
"The Buzz: Fins, fungus and failing friends",random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220207
Raila's jumbo coalition to be unveiled on 26th,random,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220207
Egypt sends medical aid to Tanzania,random,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220207
The hunt for coronavirus variants: how the new one was  found and what we know so far,random,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220207
Minister eyes 10% young leadership in SOEs by 2023,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220207
Italy's Covid health pass,random,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220207
"‘He was a rare combination of dreamer and doer,’ a touching tribute to late Steve Anderson",random,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220207
Commax introduces award-winning home security device,random,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220207
Traditional Guatemalan Elites Must Change Now. Here Is Where to Start.,random,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220207
"Below 28,000 daily Covid-19 infections, 176 deaths, with…",random,The Romania Journal,Romania,Eastern Europe,Europe,https://www.romaniajournal.ro/,20220209
Japan aims for 1 million daily booster shots to stem infection wave,random,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220209
Afghan Refugee Tells His Secret Story to Acclaimed Film ‘Flee’,random,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220209
Mount Anak Krakatau erupts nine times in one day,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220209
Sebastián Molano a prophet in his own land,random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220209
"Covid-19: Ethiopia Records 315 as Recovery Tally Nears 400,000",random,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220209
"Egypt, South Korea sign armament deals, MoUs for military cooperation",random,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220209
Sign Up to Our Newsletter,random,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220209
Indonesia's budget deficit projected to approach four percent in 2022,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220209
EXPLAINED: How to change your registered address in Italy,random,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220209
Daza ensures that 70% of those over 80 have been vaccinated,random,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220209
Bogotá reopening: What to expect if you’re going out for coffee,random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220209
"Expo 2020 Dubai: Qatar Pavilion receives over 800,000 visitors",random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220209
"10/01/2022Monday, 10 de January de 2022",random,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220209
JCI Dhaka Prestige embarks on a mission to make history,random,The Bangladesh Today,Bangladesh,South Asia,Asia,https://thebangladeshtoday.com/,20220209
"Afghans concerned about worse economic situation, seeking assets unfrozen",random,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220209
"Super “Strawberry moon” visible tonight, June 24",random,Keep Talking Greece,Greece,Southern Europe,Europe,https://www.keeptalkinggreece.com/,20220209
KitKat recall over broken glass affects Namibia,random,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220209
1990 winner (from 1969) Larks on a String returns to Berlin,random,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220211
How can a foreigner buy property in Belarus?,random,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220211
Making Zomba green again,random,The Nation,Malawi,East Africa,Africa,https://www.mwnation.com/,20220211
"Deloitte study: Consumer products companies aim to increase revenues in 2022. Inflation, supply chain struggles and labor shortages, the main...",random,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220211
Taiwan Presidential Office confirms Tsai-Abe phone call in January,random,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220211
Islamic Emirate seeks economic plans to counter crisis,random,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220211
Driving in Belarus: basic rules and information,random,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220211
"Cuenca has the highest cost of goods, second highest inflation in the country",random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220211
Ethiopia Registers 166 More Covid-19 Cases,random,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220211
"Int'l Maritime Exercise Cutlass Express 2022 kicks off, with Egyptian Navy participation",random,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220211
New Taipei lights ‘good-fortune lamps’ for pets,random,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220214
Rep. Michael Waltz: We can still save Afghanistan but we need bold leadership – now,random,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220214
Temporary residence in the Republic of Belarus,random,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220214
"A man was arrested for allegedly selling charapa turtles, a vulnerable species",random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220214
Why drowning victims are buried in the beach in Lamu,random,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220214
Children with cancer latest victims of Lebanon’s economic crisis,random,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220214
BHC Profit grows by P12.8m,random,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220214
"On Valentine's Day, Eleazar highlights patience as he shares his love story",random,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220214
Piano in Love | Athens | February 12,random,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220214
Bioceres Crop Solutions Corp wants the government to approve large-scale production of its drought-tolerant soybeans even if China won’t give the green light.,random,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220214
Ecuadorians’ investment firm defrauded South America’s wealthy out of over $350 million,random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220214
INS Revives the Bicentennial Forest in Guanacaste to Create Employment and Protect Biodiversity,random,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220214
GNOA withdraws from TU action: other TUs to continue strike,random,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220214
Tyson Fury ‘absolutely ecstatic’ after winning two Ring Magazine awards following epic...,random,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220214
"ALBtelecom majority owner, Hungary’s 4iG signs deal to acquire mobile operator One",random,Tirana Times,Albania,Southern Europe,Europe,https://www.tiranatimes.com/,20220214
Mine worker arrested for alleged theft of equipment worth N$100 000,random,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220214
Emirates Airline Will Improve Air Connectivity Through Codeshare Partners With Costa Rica,random,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220214
Women reggae artists in brace,random,The Nation,Malawi,East Africa,Africa,https://www.mwnation.com/,20220216
President Iohannis to attend dinner on Sahel in…,random,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220216
"Putin says Russia is ready to discuss security measures with U.S., NATO",random,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220216
"U.S. failed in Afghanistan, here is to know why?",random,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220216
Allvue Systems selected by Do Ventures to support investor communications,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220216
Guzmán: Why they won’t stop protesting in Cauca,random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220216
My Jobs In Kenya,random,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220216
Palestinians launch aid campaign for displaced Syrians in Idlib,random,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220216
BDC Group Profit Down By Over P300M,random,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220216
Legislator urges entrepreneurs to comply with restriction regulation,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220216
Constitutional Court rejects euthanasia referendum,random,ANSA English,Italy,Southern Europe,Europe,https://www.ansa.it/english/news/general_news/general_news.shtml,20220216
"Two Mapuche dead, several injured, in Chilean south",random,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220216
Orange Alert: New coronavirus controls in parts of Bogotá,random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220216
Sheikh Mohamed bin Zayed receives President of Kenya,random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220216
Belarus’ Bolshoi Theater invites art lovers for festival in Nesvizh,random,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220218
There is little time left to prevent the Amazon from reaching a “catastrophic tipping point”,random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220218
President Macky Sall Becomes new AU Chairperson,random,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220218
A government employee died due to torture in a Syrian regime...,random,Syrian Network for Human Rights,Syria,Middle East,MENA,https://news.sn4hr.org/,20220218
MTN settles $8.1 billion Nigeria case,random,The Chronicle,Zimbabwe,East Africa,Africa,https://www.chronicle.co.zw/,20220218
"After meeting US diplomats, Pacquiao gets to tour modern American combat ship",random,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220218
Winter Solstice: The longest night of 2021; Pagan traditions & Christmas,random,Keep Talking Greece,Greece,Southern Europe,Europe,https://www.keeptalkinggreece.com/,20220218
"With inflation surging at a more than 50% annually, cryptocurrency exchange Lemon Cash plans to increase issuance of Bitcoin rewards cards this year.",random,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220218
Customs reported that the services were resumed after infrastructure problems; Ecuapass is partially enabled,random,Ecuador Times,Ecuador,South America,Latin America,https://www.ecuadortimes.net/,20220218
"UAE: Police launch home safety campaign, offer tips to guard against theft",random,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220218
27% of Tourists Who Arrived in Costa Rica During 2021 By Air Entered Through the Liberia Airport,random,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220218
Easter Sunday carnage: Church to release its conclusions on commission reports,random,The Island,Sri Lanka,South Asia,Asia,https://island.lk/category/news/,20220218
Its time for no-trust motion: Maryam Nawaz,random,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220218
A Story about Education and Solidarity,random,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220218
"Ministry forks out N$2,9m due to stray elephants",random,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220218
Costa Rica: The Ideal Destination for Adventure and Sports Tourism,random,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220218
Schengen and its link to corruption,random,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220218
Chance to lay Ukraine issue to rest,random,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220218
EP18: Actress Martha Issová,random,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220221
Hate math? CSC awardee made dreaded subject lovable for learners,random,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220221
Support our journalism with a contribution,random,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220221
"Iohannis to attend informal European Council meeting, EU-African summit in Brussels",random,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220221
COVID-hit OFWs in HK to get $200 cash aid each from OWWA — Nograles,random,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220221
Bill on abortion for rape passes to the plenary session of the Assembly,random,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220221
"Raila calls Ruto Mr promise, moves to lock coastal turf",random,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220221
Can 2022 take Botswana’s Events Industry to the next Level?,random,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220221
LRT-1 opens COVID vax site at Central Station,random,INQUIRER.net,Phillipines,Southeast Asia,Asia,https://newsinfo.inquirer.net/,20220221
Antitrust dawn-raid upsurge: An old visitor at your doorstep,random,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220221
Miguel Ángel Pesce: ‘The IMF agreement reduces uncertainty’,random,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220221
Help us improve Romania Insider for you,random,Romania Insider,Romania,Eastern Europe,Europe,https://www.romania-insider.com/,20220223
North Korea orders expansion of trade with China following Supreme People’s...,random,Daily NK,North Korea,East Asia,Asia,https://www.dailynk.com/english/,20220223
Why Regional Countries Should Join the Afghan  National Consensus Against Taliban,random,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220223
The myriad suggestions for Nagara Rimba Nusa,random,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220223
"Bogotá quarantine, Day 1: Keep sane and entertained",random,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220223
Egypt cares about security of Arab Gulf countries: President Sisi,random,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220223
